artist_name,number_of_appearances,brand_id
PARTYNEXTDOOR,49,2
The Foundations,49,2
London Symphony Orchestra,49,2
Spandau Ballet,49,2
Frankie Valli,49,2
Powfu,49,2
Stephanie Beatriz,49,2
Ella Fitzgerald,49,2
Lupe Fiasco,49,2
Maggie Lindemann,49,2
Clairo,48,2
Camilo,48,2
Sam Ryder,48,2
Wes Nelson,48,2
Cliff Richard,48,2
Dwayne Johnson,48,2
M People,48,2
Europe,48,2
Samuel E. Wright,48,2
The Kinks,48,2
Sage The Gemini,48,2
Kenya Grace,48,2
The La's,48,2
Jungle,48,2
Rosa Linn,48,2
girl in red,48,2
DMX,48,2
New Radicals,48,2
t.A.T.u.,48,2
Jonasu,48,2
Papa Roach,48,2
Don Toliver,48,2
Lil Yachty,48,2
ScHoolboy Q,48,2
Sasha Alex Sloan,48,2
Yazoo,48,2
The Jam,48,2
Don McLean,48,2
Dead Or Alive,48,2
Lighthouse Family,48,2
Surf Mesa,47,2
Queens of the Stone Age,47,2
Joe Jonas,47,2
Boyz II Men,47,2
Sade,47,2
Kasabian,47,2
Fountains Of Wayne,47,2
Heart,47,2
G.R.L.,47,2
Jason Weaver,47,2
The Weather Girls,47,2
Majid Jordan,47,2
Macy Gray,47,2
Kristen Bell,47,2
Joji,47,2
Carlos Vives,47,2
Route 94,47,2
Timmy Trumpet,47,2
Culture Beat,47,2
Pia Mia,47,2
Mae Stephens,47,2
Mase,46,2
Juelz Santana,46,2
Gabrielle Aplin,46,2
Hot Chocolate,46,2
Alex Gaudino,46,2
Livin' Joy,46,2
SG Lewis,46,2
Whitesnake,46,2
Wilson Phillips,46,2
Randy Newman,46,2
Deee-Lite,46,2
Zion & Lennox,46,2
Paul Woolford,46,2
Bridgit Mendler,46,2
Luke Bryan,46,2
Peter Andre,46,2
Natalie Cole,46,2
Kodak Black,46,2
Meek Mill,46,2
League of Legends,46,2
Lizzy McAlpine,46,2
Alexandra Stan,46,2
Mae Muller,46,2
Vika Jigulina,46,2
Juanes,46,2
Florence Welch,46,2
BENEE,46,2
Vanessa Hudgens,46,2
Duncan Laurence,46,2
The Streets,46,2
Chelsea Cutler,46,2
David Gray,46,2
José González,46,2
Lola Young,46,2
Technotronic,46,2
Ashnikko,45,2
Miggy Dela Rosa,45,2
NOTD,45,2
Not3s,45,2
Logic,45,2
Patrick Watson,45,2
Kiiara,45,2
"Tyler, The Creator",45,2
Funk Wav,45,2
Dario G,45,2
VIZE,45,2
Fredo,45,2
Zac Samuel,45,2
George Harrison,45,2
Iggy Pop,45,2
Myke Towers,45,2
Trippie Redd,45,2
Chris Willis,45,2
Chip,45,2
The Magician,45,2
goddard.,45,2
JID,45,2
City Spud,45,2
NF,45,2
Keith Urban,45,2
Juan Magán,45,2
Otto Knows,45,2
Sofía Reyes,45,2
bbno$,45,2
Gavin James,45,2
N-Trance,45,2
Jaykae,45,2
Kane Brown,44,2
BloodPop®,44,2
Monica,44,2
Matthew Wilder,44,2
Alexandra Burke,44,2
Genesis,44,2
Jackie Wilson,44,2
Louisa Johnson,44,2
Sam Cooke,44,2
James,44,2
Manuel Turizo,44,2
Deorro,44,2
Hurts,44,2
Switch Disco,44,2
Fireboy DML,44,2
Spin Doctors,44,2
T2,44,2
Agnes,44,2
Special D.,44,2
KALEO,44,2
ArrDee,43,2
Jack & Jack,43,2
Why Don't We,43,2
Alex Warren,43,2
LL COOL J,43,2
Aaliyah,43,2
System Of A Down,43,2
Chrom3,43,2
Chris de Burgh,43,2
Texas,43,2
Foxes,43,2
The Buggles,43,2
Eagle-Eye Cherry,43,2
The Doors,43,2
Bizarrap,43,2
Europa,43,2
Hilary Duff,43,2
Mark Ambor,43,2
Ms. Dynamite,43,2
Sunship,43,2
Beastie Boys,43,2
Celeste,43,2
Troy,43,2
Nicky Youre,43,2
The Shapeshifters,43,2
Crazy Town,43,2
Lloyd,43,2
Everything But The Girl,43,2
Alvaro Soler,43,2
Endor,43,2
Sofia Carson,43,2
The Animals,43,2
Lily James,43,2
Christine Baranski,43,2
Naomi Scott,43,2
Sufjan Stevens,43,2
Carolina Gaitán,43,2
Mauro Castillo,43,2
Diane Guerrero,43,2
Em Beihold,43,2
Lil Pump,42,2
Van Halen,42,2
Sleeping At Last,42,2
R. City,42,2
Cage The Elephant,42,2
Tom Zanetti,42,2
Oh Wonder,42,2
East 17,42,2
Lou Reed,42,2
Hannah Montana,42,2
Chris Lake,42,2
Carly Simon,42,2
Nathan Lane,42,2
The Rembrandts,42,2
Nyla,42,2
Extreme,42,2
Brendon Urie,42,2
All Time Low,42,2
Polo G,42,2
David Morales,42,2
Ali Gatie,42,2
Pedro Capó,42,2
The Chicks,42,2
Sisqo,42,2
Ice Cube,42,2
Lil Dicky,42,2
Wale,42,2
Sandro Cavazza,42,2
Laura Branigan,42,2
Adassa,42,2
Amy Macdonald,42,2
Russ Millions,41,2
Nina Nesbitt,41,2
Various Artists,41,2
